Invoice_ID,Student_ID,Semester,Academic_Year,Invoice_Date,Due_Date,Tuition_Fee,Scholarship_Amount,Late_Fee,Total_Amount,Invoice_Status
INV0000874,STU000875,HK1,2024-2025,2024-04-27,2024-06-26,27025000,6756000,0,20269000,Overdue
INV0000875,STU000282,HK2,2024-2025,2024-02-15,2024-04-09,15736000,7868000,1349000,9217000,Overdue
INV0000876,STU001436,HK2,2024-2025,2024-09-11,27/10/2024,9825000,0,0,9825000,Paid
INV0000877,STU000928,HK1,2021-2022,2021-07-31,2021-09-15,30170000,0,1459000,31629000,Overdue
INV0000878,STU000880,HK2,2027-2028,2027-04-21,2027-06-19,31714000,0,0,31714000,Paid
INV0000879,STU000423,HK1,2025-2026,2025-10-08,2025-11-12,28611000,0,0,28611000,Overdue
INV0000880,STU000425,HK1,2024-2025,2024-05-10,2024-06-11,16369000,1637000,0,14732000,Issued
INV0000881,STU001420,HK Hè,2023-2024,2023-11-30,2023-12-21,17829000,0,509000,18338000,Partially Paid
INV0000882,STU000238,HK1,2026-2027,2026-03-18,2026-04-11,10293000,0,0,10293000,Overdue
INV0000883,STU001189,HK2,2024-2025,2024-06-12,2024-07-08,29262000,0,0,29262000,Issued
INV0000884,STU001140,HK2,2026-2027,2026-05-08,2026-06-26,16005000,4001000,0,12004000,Overdue
INV0000885,STU000718,HK Hè,2026-2027,2026-09-08,2026-09-29,23463000,0,0,23463000,Partially Paid
INV0000886,STU000516,HK2,2024-2025,2024-08-21,2024-09-21,15029000,1503000,1231000,14757000,Partially Paid
INV0000887,STU001120,HK2,2026-2027,2026-02-13,13/03/2026,19336000,0,0,19336000,Paid
INV0000888,STU001023,HK1,2023-2024,2023-10-30,2023-12-03,31192000,0,998000,32190000,Overdue
INV0000889,STU001393,HK2,2026-2027,2026-02-10,2026-03-15,20734000,0,700000,21434000,Issued
INV0000890,STU001146,HK2,2027-2028,2027-10-23,2027-12-22,14293000,7146000,122000,7269000,Overdue
INV0000891,STU001016,HK Hè,2028-2029,2028-06-01,2028-07-08,25558000,6390000,0,19168000,Overdue
INV0000892,STU000919,HK2,2025-2026,2025-04-15,2025-05-23,30391000,3039000,0,27352000,Paid
INV0000893,STU000660,HK2,2024-2025,2024-03-14,2024-04-19,26939000,0,923000,27862000,Overdue
INV0000894,STU001104,HK1,2024-2025,2024-11-20,2024-12-10,8845000,4422000,0,4423000,Partially Paid
INV0000895,STU000663,HK2,2024-2025,2024-10-12,2024-11-01,21203000,10602000,0,10601000,Overdue
INV0000896,STU000954,HK2,2027-2028,2027-07-07,2027-09-03,25936000,0,0,25936000,Partially Paid
INV0000897,STU001211,HK2,2024-2025,2024-03-22,2024-04-21,16965000,0,0,16965000,Partially Paid
INV0000898,STU000554,HK1,2020-2021,2020-07-21,2020-09-17,15437000,7718000,930000,8649000,Partially Paid
INV0000899,STU000432,HK2,2028-2029,2028-02-14,2028-03-09,16836000,8418000,0,8418000,Overdue
INV0000900,STU001152,HK Hè,2022-2023,2022-07-02,2022-08-09,17981000,4495000,0,13486000,Overdue
INV0000901,STU000838,HK2,2022-2023,2022-07-17,2022-09-01,24887000,0,0,24887000,Partially Paid
INV0000902,STU000317,HK Hè,2023-2024,2023-01-02,2023-02-15,8673000,0,0,8673000,Issued
INV0000903,STU001037,HK2,2025-2026,2025-07-28,07/09/2025,27531000,0,0,27531000,Paid
INV0000904,STU000456,HK Hè,2024-2025,2024-08-26,2024-10-21,29993000,0,239000,30232000,Issued
INV0000905,STU001186,HK Hè,2023-2024,2023-12-20,21/01/2024,30194000,0,954000,31148000,Overdue
INV0000906,STU000815,HK1,2024-2025,2024-02-08,2024-03-13,17115000,8558000,667000,9224000,Paid
INV0000907,STU000859,HK2,2024-2025,2024-08-29,2024-10-04,9433000,0,0,9433000,Overdue
INV0000908,STU001030,HK2,2027-2028,2027-04-17,2027-05-27,11735000,0,0,11735000,Paid
INV0000909,STU000213,HK2,2027-2028,2027-07-29,2027-08-19,19372000,4843000,0,14529000,Paid
INV0000910,STU000269,HK Hè,2027-2028,2027-06-02,2027-06-30,16624000,0,0,16624000,Partially Paid
INV0000911,STU001446,HK Hè,2021-2022,2021-01-05,2021-02-22,25872000,6468000,1094000,20498000,Partially Paid
INV0000912,STU000737,HK2,2024-2025,2024-04-19,2024-05-26,16970000,0,0,16970000,Overdue
INV0000913,STU000341,HK1,2023-2024,2023-07-26,2023-08-31,32387000,8097000,0,24290000,Partially Paid
INV0000914,STU001268,HK1,2021-2022,2021-04-29,2021-06-15,15292000,3823000,1020000,12489000,Partially Paid
INV0000915,STU001488,HK1,2020-2021,2020-02-03,2020-04-03,24399000,2440000,0,21959000,Overdue
INV0000916,STU000579,HK2,2025-2026,2025-02-03,2025-02-28,16980000,0,1345000,18325000,Paid
INV0000917,STU001312,HK Hè,2028-2029,2028-02-27,2028-04-16,27445000,0,1019000,28464000,Issued
INV0000918,STU000259,HK Hè,2027-2028,2027-07-19,2027-09-15,25692000,12846000,0,12846000,Paid
INV0000919,STU001145,HK Hè,2025-2026,2025-04-26,29/05/2025,12230000,0,0,12230000,Partially Paid
INV0000920,STU001203,HK Hè,2026-2027,2026-10-21,2026-11-25,12302000,0,0,12302000,Paid
INV0000921,STU001306,HK1,2027-2028,2027-03-25,2027-04-24,9104000,0,1173000,10277000,Overdue
INV0000922,STU000716,HK Hè,2023-2024,2023-08-09,2023-09-20,23157000,5789000,1112000,18480000,Paid
INV0000923,STU001079,HK2,2024-2025,2024-05-24,2024-06-18,33030000,3303000,813000,30540000,Overdue
INV0000924,STU001113,HK1,2022-2023,2022-02-26,2022-03-29,32845000,0,0,32845000,Partially Paid
INV0000925,STU001434,HK Hè,2025-2026,2025-03-01,2025-04-23,34113000,0,0,34113000,Paid
INV0000926,STU001365,HK1,2025-2026,18/04/2025,2025-06-13,23994000,0,0,23994000,Partially Paid
INV0000927,STU000421,HK1,2025-2026,2025-11-11,2025-12-05,12530000,3132000,0,9398000,Issued
INV0000928,STU000179,HK1,2026-2027,2026-07-12,2026-08-18,12571000,0,0,12571000,Partially Paid
INV0000929,STU000792,HK Hè,2025-2026,2025-12-12,2026-01-02,30217000,7554000,0,22663000,Issued
INV0000930,STU001386,HK2,2025-2026,2025-04-16,2025-06-13,23041000,0,0,23041000,Issued
INV0000931,STU000054,HK2,2019-2020,2019-09-21,2019-10-16,17391000,0,0,17391000,Partially Paid
INV0000932,STU000313,HK1,2022-2023,2022-10-13,2022-11-29,27411000,0,0,27411000,Partially Paid
INV0000933,STU000664,HK Hè,2024-2025,2024-05-05,2024-06-05,12991000,0,0,12991000,Paid
INV0000934,STU000848,HK2,2026-2027,2026-04-10,2026-06-02,21295000,0,0,21295000,Partially Paid
INV0000935,STU000283,HK1,2026-2027,19/03/2026,2026-04-29,9039000,2260000,1032000,7811000,Overdue
INV0000936,STU000791,HK Hè,2025-2026,2025-03-28,2025-05-02,13187000,0,0,13187000,Overdue
INV0000937,STU000811,HK1,2027-2028,2027-05-30,2027-07-19,32378000,0,193000,32571000,Paid
INV0000938,STU001205,HK Hè,2027-2028,2027-10-14,2027-11-27,24593000,12296000,0,12297000,Paid
INV0000939,STU000631,HK1,2020-2021,2020-04-06,2020-06-02,8747000,875000,0,7872000,Issued
INV0000940,STU000821,HK1,2023-2024,2023-01-28,2023-03-20,9356000,936000,0,8420000,Overdue
INV0000941,STU000635,HK2,2024-2025,2024-09-21,2024-10-28,31760000,0,0,31760000,Paid
INV0000942,STU001483,HK1,2026-2027,2026-02-07,2026-03-01,29324000,2932000,127000,26519000,Issued
INV0000943,STU000372,HK2,2028-2029,2028-10-13,2028-12-09,16100000,8050000,0,8050000,Overdue
INV0000944,STU000812,HK1,2026-2027,2026-11-02,2026-12-10,20685000,0,0,20685000,Issued
INV0000945,STU001114,HK1,2025-2026,2025-12-22,2026-02-15,9934000,2484000,0,7450000,Overdue
INV0000946,STU000909,HK2,2025-2026,2025-11-14,2025-12-21,16501000,0,0,16501000,Partially Paid
INV0000947,STU000516,HK Hè,2020-2021,2020-11-25,2021-01-04,33583000,0,0,33583000,Partially Paid
INV0000948,STU001354,HK Hè,2022-2023,2022-01-04,2022-02-06,20782000,0,694000,21476000,Issued
INV0000949,STU000480,HK Hè,2024-2025,2024-10-11,2024-10-31,12960000,1296000,0,11664000,Overdue
INV0000950,STU000302,HK1,2029-2030,2029-12-19,2030-01-17,22788000,2279000,0,20509000,Issued
INV0000951,STU000992,HK Hè,2026-2027,21/04/2026,2026-06-07,24031000,0,0,24031000,Issued
INV0000952,STU001092,HK2,2026-2027,28/02/2026,2026-04-26,22768000,0,0,22768000,Partially Paid
INV0000953,STU000012,HK Hè,2023-2024,2023-01-12,2023-02-16,34124000,0,107000,34231000,Partially Paid
INV0000954,STU001471,HK Hè,2026-2027,2026-03-01,2026-04-23,22511000,11256000,0,11255000,Paid
INV0000955,STU001014,HK2,2028-2029,2028-12-01,2029-01-07,27948000,13974000,0,13974000,Paid
INV0000956,STU000355,HK2,2026-2027,2026-10-18,15/12/2026,11546000,5773000,0,5773000,Overdue
INV0000957,STU000306,HK2,2022-2023,2022-07-27,2022-09-15,12685000,0,0,12685000,Overdue
INV0000958,STU001395,HK2,2023-2024,2023-12-29,2024-02-13,23473000,0,0,23473000,Paid
INV0000959,STU000439,HK1,2021-2022,2021-09-24,2021-11-06,19066000,0,772000,19838000,Partially Paid
INV0000960,STU000999,HK2,2028-2029,2028-09-25,2028-10-21,32177000,0,0,32177000,Issued
INV0000961,STU001176,HK2,2026-2027,2026-10-13,2026-11-23,22892000,2289000,0,20603000,Paid
INV0000962,STU000155,HK Hè,2026-2027,2026-07-28,2026-09-26,19099000,1910000,0,17189000,Paid
INV0000963,STU001403,HK1,2020-2021,2020-06-26,2020-08-09,13587000,1359000,1312000,13540000,Paid
INV0000964,STU000220,HK1,2023-2024,2023-06-12,2023-07-30,29012000,0,581000,29593000,Partially Paid
INV0000965,STU001381,HK1,2025-2026,2025-02-21,2025-04-04,14541000,0,0,14541000,Issued
INV0000966,STU000680,HK2,2025-2026,2025-09-15,2025-11-05,11811000,0,0,11811000,Partially Paid
INV0000967,STU001460,HK2,2021-2022,2021-02-19,2021-04-13,12411000,0,0,12411000,Overdue
INV0000968,STU000272,HK1,2022-2023,2022-08-22,2022-09-22,9714000,0,0,9714000,Partially Paid
INV0000969,STU001230,HK Hè,2022-2023,2022-01-28,2022-03-12,13501000,0,0,13501000,Partially Paid
INV0000970,STU000116,HK2,2024-2025,2024-06-27,2024-08-08,26802000,2680000,1474000,25596000,Overdue
INV0000971,STU001213,HK1,2023-2024,2023-02-07,2023-03-17,19818000,1982000,0,17836000,Partially Paid
INV0000972,STU000799,HK2,2020-2021,2020-06-03,2020-06-26,20081000,0,0,20081000,Overdue
INV0000973,STU000640,HK1,2027-2028,2027-01-27,2027-03-28,32392000,0,0,32392000,Paid
INV0000974,STU001223,HK1,2025-2026,2025-12-01,2026-01-24,28650000,0,0,28650000,Overdue
INV0000975,STU001100,HK Hè,2024-2025,2024-03-05,2024-04-01,16141000,0,0,16141000,Paid
INV0000976,STU001036,HK1,2022-2023,2022-07-20,2022-08-27,30506000,3051000,1312000,28767000,Paid
INV0000977,STU001132,HK1,2028-2029,2028-05-13,2028-06-10,15044000,0,0,15044000,Paid
INV0000978,STU000281,HK Hè,2026-2027,2026-01-09,2026-01-29,26967000,13484000,1354000,14837000,Paid
INV0000979,STU001002,HK Hè,2022-2023,2022-01-31,2022-03-19,22225000,11112000,857000,11970000,Overdue
INV0000980,STU000234,HK2,2026-2027,2026-11-11,2026-12-15,29689000,7422000,370000,22637000,Partially Paid
INV0000981,STU000602,HK Hè,2028-2029,2028-04-14,2028-05-31,24378000,2438000,1457000,23397000,Paid
INV0000982,STU000689,HK1,2028-2029,2028-12-18,2029-01-26,26451000,0,0,26451000,Overdue
INV0000983,STU000307,HK Hè,2028-2029,2028-08-07,2028-09-29,34562000,0,0,34562000,Issued
INV0000984,STU001096,HK2,2030-2031,2030-06-19,2030-08-14,10877000,0,0,10877000,Partially Paid
INV0000985,STU001391,HK1,2027-2028,2027-07-19,2027-08-09,26426000,0,0,26426000,Issued
INV0000986,STU001206,HK Hè,2027-2028,2027-12-02,2028-01-18,26039000,0,1402000,27441000,Partially Paid
INV0000987,STU000405,HK2,2026-2027,2026-05-04,17/06/2026,27970000,0,721000,28691000,Issued
INV0000988,STU001016,HK1,2028-2029,2028-04-05,2028-05-19,14955000,0,0,14955000,Paid
INV0000989,STU001375,HK1,2027-2028,14/02/2027,2027-03-11,25274000,0,0,25274000,Paid
INV0000990,STU000505,HK1,2023-2024,2023-04-20,2023-06-19,27986000,13993000,801000,14794000,Paid
INV0000991,STU001204,HK Hè,2021-2022,2021-07-23,2021-08-23,8269000,0,389000,8658000,Partially Paid
INV0000992,STU000127,HK1,2027-2028,2027-08-20,2027-10-18,14998000,0,0,14998000,Paid
INV0000993,STU000746,HK1,2026-2027,2026-06-03,2026-07-22,10842000,0,0,10842000,Paid
INV0000994,STU000610,HK2,2025-2026,2025-12-16,2026-02-01,18191000,4548000,0,13643000,Overdue
INV0000995,STU001425,HK2,2023-2024,2023-06-24,2023-08-17,29858000,14929000,740000,15669000,Issued
INV0000996,STU000481,HK1,2021-2022,2021-12-15,2022-01-15,21038000,2104000,0,18934000,Paid
INV0000997,STU001458,HK2,2020-2021,2020-11-09,2020-12-25,12029000,0,0,12029000,Overdue
INV0000998,STU001156,HK1,2028-2029,2028-01-10,2028-03-05,33463000,3346000,133000,30250000,Paid
INV0000999,STU000925,HK2,2024-2025,2024-03-08,2024-04-27,13498000,1350000,0,12148000,Partially Paid
INV0001000,STU001202,HK Hè,2024-2025,2024-02-18,2024-03-22,22272000,11136000,0,11136000,Partially Paid
INV0001001,STU000498,HK Hè,2020-2021,2020-12-16,2021-01-28,29928000,7482000,195000,22641000,Issued
INV0001002,STU001123,HK1,2027-2028,2027-07-04,2027-08-12,20270000,2027000,163000,18406000,Overdue
INV0001003,STU000714,HK Hè,2026-2027,2026-05-04,2026-05-29,32669000,0,1049000,33718000,Paid
INV0001004,STU000565,HK Hè,2022-2023,2022-10-29,2022-11-20,33768000,8442000,0,25326000,Overdue
INV0001005,STU000725,HK1,2027-2028,2027-07-16,2027-08-28,34890000,0,153000,35043000,Issued
INV0001006,STU000501,HK1,2025-2026,2025-09-19,2025-11-08,28161000,0,0,28161000,Paid
INV0001007,STU001406,HK2,2026-2027,2026-04-08,2026-05-25,15338000,3834000,460000,11964000,Paid
INV0001008,STU000088,HK1,2025-2026,2025-04-09,2025-05-24,8143000,0,0,8143000,Issued
INV0001009,STU000085,HK2,2022-2023,2022-04-18,08/06/2022,32528000,0,0,32528000,Issued
INV0001010,STU001240,HK1,2027-2028,2027-09-26,2027-11-08,20312000,10156000,363000,10519000,Paid
INV0001011,STU000323,HK2,2027-2028,2027-01-16,2027-02-18,20226000,2023000,0,18203000,Overdue
INV0001012,STU000917,HK1,2021-2022,2021-03-24,2021-05-05,24859000,0,773000,25632000,Issued
INV0001013,STU001331,HK2,2022-2023,2022-11-09,2022-12-15,14560000,7280000,0,7280000,Overdue
INV0001014,STU000177,HK2,2026-2027,2026-08-15,2026-09-06,10551000,1055000,0,9496000,Partially Paid
INV0001015,STU000399,HK1,2029-2030,2029-06-24,2029-07-14,22843000,2284000,0,20559000,Paid
INV0001016,STU001090,HK Hè,2025-2026,2025-01-27,2025-03-17,19805000,0,1190000,20995000,Partially Paid
INV0001017,STU000455,HK2,2026-2027,2026-01-17,2026-03-04,22180000,0,1384000,23564000,Paid
INV0001018,STU001226,HK1,2027-2028,2027-04-01,2027-04-27,25593000,12796000,0,12797000,Partially Paid
INV0001019,STU000082,HK2,2027-2028,2027-05-18,2027-07-14,8484000,0,0,8484000,Partially Paid
INV0001020,STU000741,HK Hè,2027-2028,2027-02-02,2027-03-06,29501000,0,0,29501000,Partially Paid
INV0001021,STU000015,HK Hè,2027-2028,2027-08-31,2027-10-16,33726000,16863000,0,20552000,Paid
INV0001022,STU000656,HK2,2023-2024,2023-01-08,2023-03-02,28052000,0,0,28052000,Issued
INV0001023,STU000559,HK2,2024-2025,2024-02-16,2024-04-13,30857000,7714000,0,23143000,Issued
INV0001024,STU000094,HK2,2025-2026,2025-07-22,2025-09-04,10802000,2700000,0,8102000,Paid
INV0001025,STU001405,HK1,2025-2026,2025-08-14,15/09/2025,34452000,8613000,0,25839000,Overdue
INV0001026,STU001173,HK1,2025-2026,2025-10-22,2025-11-15,26932000,6733000,0,20199000,Partially Paid
INV0001027,STU000447,HK2,2025-2026,2025-08-28,2025-10-20,27976000,0,0,27976000,Paid
INV0001028,STU001486,HK Hè,2023-2024,2023-11-08,2023-12-08,33089000,0,0,33089000,Overdue
INV0001029,STU000039,HK1,2024-2025,2024-11-29,2025-01-18,16990000,0,1092000,18082000,Paid
INV0001030,STU000498,HK1,2022-2023,2022-06-12,2022-07-07,17276000,0,0,17276000,Issued
INV0001031,STU000448,HK Hè,2023-2024,2023-07-12,04/08/2023,9590000,4795000,0,4795000,Partially Paid
INV0001032,STU000989,HK Hè,2029-2030,2029-02-25,2029-04-06,28138000,0,0,28138000,Overdue
INV0001033,STU001191,HK2,2026-2027,2026-01-10,2026-03-06,16523000,4131000,0,12392000,Overdue
INV0001034,STU000944,HK1,2026-2027,2026-08-11,2026-10-04,16676000,4169000,970000,13477000,Paid
INV0001035,STU000652,HK Hè,2028-2029,2028-11-03,2028-11-26,13149000,0,0,13149000,Partially Paid
INV0001036,STU000262,HK Hè,2026-2027,2026-10-29,2026-11-25,21582000,5396000,1426000,17612000,Overdue
INV0001037,STU000539,HK2,2025-2026,2025-09-07,2025-10-08,28539000,2854000,0,25685000,Issued
INV0001038,STU000369,HK Hè,2029-2030,2029-12-17,2030-02-06,15504000,3876000,0,11628000,Overdue
INV0001039,STU001388,HK2,2025-2026,2025-05-30,2025-07-20,20989000,0,0,20989000,Paid
INV0001040,STU000239,HK Hè,2022-2023,2022-03-18,2022-04-28,18884000,0,0,18884000,Partially Paid
INV0001041,STU001406,HK1,2023-2024,2023-07-19,2023-08-23,12577000,0,0,12577000,Issued
INV0001042,STU000248,HK2,2023-2024,2023-08-02,2023-09-13,28796000,14398000,0,14398000,Paid
INV0001043,STU000516,HK Hè,2020-2021,2020-04-30,2020-05-25,19008000,9504000,0,9504000,Overdue
INV0001044,STU000359,HK2,2027-2028,13/12/2027,2028-01-08,29410000,0,0,29410000,Issued
INV0001045,STU001448,HK Hè,2022-2023,2022-10-07,2022-11-13,29607000,7402000,0,22205000,Partially Paid
INV0001046,STU000106,HK1,2022-2023,2022-09-11,2022-10-13,30148000,3015000,983000,28116000,Issued
INV0001047,STU000087,HK Hè,2029-2030,2029-02-27,2029-03-25,17964000,4491000,0,13473000,Overdue
INV0001048,STU000945,HK1,2026-2027,2026-10-21,2026-11-14,27295000,6824000,0,20471000,Issued
INV0001049,STU000776,HK1,2021-2022,2021-03-08,2021-04-04,14201000,3550000,842000,11493000,Issued
INV0001050,STU000530,HK2,2024-2025,2024-11-06,2025-01-02,13608000,0,0,13608000,Partially Paid
INV0001051,STU000180,HK1,2028-2029,2028-08-12,2028-09-01,16037000,8018000,0,8019000,Overdue
INV0001052,STU001138,HK Hè,2026-2027,2026-09-24,2026-11-03,18551000,9276000,0,9275000,Issued
INV0001053,STU001465,HK1,2024-2025,2024-10-03,2024-10-23,9708000,2427000,0,7281000,Paid
INV0001054,STU001158,HK Hè,2025-2026,2025-08-28,2025-10-21,13858000,3464000,0,10394000,Overdue
INV0001055,STU000908,HK1,2023-2024,2023-12-20,2024-02-10,22332000,2233000,0,20099000,Paid
INV0001056,STU001169,HK Hè,2028-2029,2028-07-04,2028-08-23,24614000,0,0,24614000,Overdue
INV0001057,STU000056,HK2,2029-2030,2029-03-24,2029-05-19,34114000,3411000,0,30703000,Partially Paid
INV0001058,STU000904,HK1,2027-2028,2027-11-24,2027-12-26,17208000,1721000,444000,15931000,Issued
INV0001059,STU001135,HK Hè,2026-2027,2026-07-12,2026-09-08,22247000,11124000,904000,12027000,Overdue
INV0001060,STU001419,HK2,2027-2028,2027-12-06,2028-01-06,13461000,0,303000,13764000,Paid
INV0001061,STU000703,HK1,2022-2023,2022-12-23,2023-02-20,22916000,5729000,0,17187000,Paid
INV0001062,STU000202,HK1,2027-2028,2027-08-23,2027-09-29,25776000,6444000,0,19332000,Paid
INV0001063,STU001344,HK Hè,2021-2022,2021-05-16,2021-07-15,31801000,0,0,31801000,Paid
INV0001064,STU001326,HK2,2024-2025,2024-09-09,2024-10-19,8614000,2154000,0,6460000,Paid
INV0001065,STU000236,HK1,2025-2026,2025-10-06,2025-11-06,24299000,12150000,0,12149000,Partially Paid
INV0001066,STU001126,HK1,2024-2025,2024-07-14,2024-09-07,24547000,0,252000,24799000,Issued
INV0001067,STU000924,HK Hè,2028-2029,2028-07-04,2028-08-17,18859000,4715000,0,14144000,Issued
INV0001068,STU000493,HK2,2027-2028,2027-02-25,2027-04-14,32916000,0,0,32916000,Partially Paid
INV0001069,STU001160,HK Hè,2024-2025,2024-02-15,2024-04-14,31057000,7764000,0,23293000,Partially Paid
INV0001070,STU000022,HK2,2027-2028,2027-11-08,2027-12-23,14423000,7212000,0,7211000,Partially Paid
INV0001071,STU000002,HK1,2021-2022,2021-01-21,2021-02-22,30153000,7538000,0,22615000,Issued
INV0001072,STU000545,HK2,2028-2029,2028-08-28,2028-10-07,28478000,0,0,28478000,Issued
INV0001073,STU000977,HK2,2023-2024,2023-01-15,2023-02-06,19710000,0,0,19710000,Partially Paid
INV0001074,STU000668,HK Hè,2022-2023,2022-11-18,2022-12-11,32539000,0,973000,33512000,Issued
INV0001075,STU000666,HK2,2027-2028,2027-01-10,2027-02-01,30246000,3025000,155000,27376000,Issued
INV0001076,STU001451,HK1,2023-2024,2023-09-01,2023-10-12,18304000,1830000,0,16474000,Overdue
INV0001077,STU001040,HK1,2026-2027,2026-07-05,2026-09-02,27478000,0,1371000,28849000,Issued
INV0001078,STU000840,HK2,2026-2027,2026-03-14,2026-04-08,27874000,2787000,0,25087000,Paid
INV0001079,STU000890,HK1,2024-2025,2024-09-14,2024-10-05,18672000,0,390000,19062000,Issued
INV0001080,STU000833,HK1,2022-2023,2022-11-07,2022-12-11,10433000,0,1479000,11912000,Issued
INV0001081,STU001211,HK Hè,2026-2027,2026-07-01,2026-08-16,24540000,12270000,0,12270000,Overdue
INV0001082,STU001027,HK2,2022-2023,2022-09-04,2022-09-27,16138000,4034000,0,12104000,Overdue
INV0001083,STU000962,HK2,2021-2022,2021-05-25,2021-06-26,31953000,3195000,0,28758000,Partially Paid
INV0001084,STU000962,HK Hè,2023-2024,2023-09-14,2023-10-12,18552000,0,0,18552000,Partially Paid
INV0001085,STU001344,HK2,2024-2025,2024-11-03,2024-12-01,19583000,0,0,19583000,Partially Paid
INV0001086,STU001303,HK Hè,2027-2028,2027-08-11,2027-09-22,19481000,0,0,19481000,Overdue
INV0001087,STU000548,HK Hè,2028-2029,2028-10-12,2028-12-11,14866000,1487000,1158000,14537000,Issued
INV0001088,STU000495,HK1,2027-2028,2027-01-18,2027-03-02,33537000,3354000,0,30183000,Partially Paid
INV0001089,STU000608,HK2,2025-2026,2025-11-22,2025-12-31,16827000,8414000,0,8413000,Overdue
INV0001090,STU001260,HK Hè,2022-2023,2022-05-28,2022-07-05,26390000,0,1282000,27672000,Overdue
INV0001091,STU001472,HK1,2024-2025,2024-09-04,2024-10-19,33066000,8266000,0,24800000,Partially Paid
INV0001092,STU000237,HK Hè,2027-2028,2027-08-15,2027-09-15,9295000,0,0,9295000,Issued
INV0001093,STU000993,HK Hè,2023-2024,2023-04-18,2023-05-11,9605000,960000,0,8645000,Overdue
INV0001094,STU000784,HK Hè,2024-2025,2024-11-25,2025-01-17,21480000,0,0,21480000,Overdue
INV0001095,STU000108,HK Hè,2023-2024,2023-06-14,2023-07-17,29748000,2975000,0,26773000,Paid
INV0001096,STU000805,HK2,2024-2025,2024-11-05,2024-12-02,33926000,0,0,33926000,Overdue
INV0001097,STU000584,HK2,2026-2027,2026-05-12,2026-06-05,25741000,0,0,25741000,Partially Paid
INV0001098,STU000187,HK2,2029-2030,2029-02-14,2029-04-03,8928000,2232000,0,6696000,Paid
INV0001099,STU001153,HK Hè,2022-2023,2022-02-22,2022-03-22,13180000,0,0,13180000,Paid
INV0001100,STU000856,HK2,2023-2024,2023-02-23,2023-03-22,8194000,4097000,0,4097000,Issued
INV0001101,STU001246,HK1,2029-2030,2029-09-13,2029-10-22,8966000,0,0,8966000,Issued
