Payment_ID,Invoice_ID,Student_ID,Payment_Date,Payment_Method,Amount_Paid,Transaction_Reference,Payment_Status
PAY0001029,INV0000900,STU001152,2022-08-05,E-Wallet,5039000,TXN-40100551SA,Successful
PAY0001030,INV0000882,STU000238,2026-06-24,Bank Transfer,4757000,TXN-77996144OQ,Successful
PAY0001031,INV0000575,STU001376,2027-04-17,Cash,8580000,TXN-86996043CR,Pending
PAY0001032,INV0000535,STU000295,2025-10-16,Cash,7738000,TXN-58620871FB,Successful
PAY0001033,INV0002351,STU000234,2022-05-07,Card,22793000,TXN-06038749TT,Failed
PAY0001034,INV0002842,STU001006,2027-06-27,E-Wallet,5811000,TXN-89457629OM,Pending
PAY0001035,INV0000570,STU000008,2027-03-18,E-Wallet,15648000,TXN-54401598LK,Successful
PAY0001036,INV0001356,STU000688,2021-12-15,E-Wallet,15039000,TXN-10133964OV,Successful
PAY0001037,INV0002278,STU001006,2028-01-11,Cash,5541000,TXN-79956820JU,Successful
PAY0001038,INV0001793,STU001462,2026-11-06,Bank Transfer,4401000,TXN-86203312DL,Successful
PAY0001039,INV0000653,STU001020,17/11/2021,Bank Transfer,14147000,TXN-12464265KH,Pending
PAY0001040,INV0000179,STU000643,2027-09-09,Bank Transfer,12410000,TXN-90151433CW,Successful
PAY0001041,INV0001844,STU001429,2023-04-02,Card,3240000,TXN-28649281RA,Successful
PAY0001042,INV0002357,STU000729,,E-Wallet,13338000,TXN-23783256EM,Successful
PAY0001043,INV0001892,STU000739,2026-01-07,E-Wallet,14416000,TXN-10717369JR,Successful
PAY0001044,INV0000709,STU000270,2020-11-26,Bank Transfer,21835000,TXN-86966870BF,Successful
PAY0001045,INV0002670,STU000199,2024-05-04,Card,16457000,TXN-65256713LT,Successful
PAY0001046,INV0000023,STU001027,2023-07-15,Card,8681000,TXN-52426348BW,Pending
PAY0001047,INV0000818,STU000481,2021-11-11,Card,23524000,TXN-88063902XX,Successful
PAY0001048,INV0001354,STU000422,2021-10-12,Cash,8819000,TXN-30735389FB,Successful
PAY0001049,INV0001971,STU000103,2021-11-13,Bank Transfer,9488000,TXN-85135021YN,Successful
PAY0001050,INV0001048,STU000945,2026-10-23,E-Wallet,12937000,TXN-07670561DW,Successful
PAY0001051,INV0002531,STU000137,2021-03-08,Cash,3419000,TXN-48517459XD,Successful
PAY0001052,INV0000621,STU000042,12/12/2022,E-Wallet,13352000,TXN-54519762XY,Successful
PAY0001053,INV0001894,STU001413,2027-10-08,Bank Transfer,3449000,TXN-08241588PM,Successful
PAY0001054,INV0001038,STU000369,2030-03-08,Cash,11293000,TXN-42697521AD,Successful
PAY0001055,INV0001673,STU000594,2025-09-14,Cash,7444000,TXN-81620854NQ,Successful
PAY0001056,INV0001722,STU000959,2027-10-15,Cash,6758000,TXN-76034848GG,Successful
PAY0001057,INV0002719,STU000838,2022-11-21,Bank Transfer,4867000,TXN-33718494RZ,Reversed
PAY0001058,INV0001811,STU000712,2028-01-26,Card,13359000,TXN-65665821NQ,Successful
PAY0001059,INV0002808,STU000536,2023-01-15,E-Wallet,4244000,TXN-62033959LZ,Successful
PAY0001060,INV0000839,STU001239,2025-10-28,E-Wallet,15121000,TXN-06492875EU,Successful
PAY0001061,INV0000591,STU001361,2024-06-08,Bank Transfer,17200000,TXN-82043918LE,Successful
PAY0001062,INV0001753,STU000618,2023-08-27,Cash,10822000,TXN-55131919QI,Successful
PAY0001063,INV0000128,STU001455,2026-06-24,Bank Transfer,4700000,TXN-76994406VU,Successful
PAY0001064,INV0000145,STU001254,2021-06-18,E-Wallet,10348000,TXN-48013433QV,Successful
PAY0001065,INV0001138,STU000285,,E-Wallet,24148000,TXN-11897883EG,Successful
PAY0001066,INV0000448,STU000165,2023-09-12,Cash,19214000,TXN-92678746FN,Reversed
PAY0001067,INV0002695,STU000744,2022-11-03,E-Wallet,11611000,TXN-75773038CB,Successful
PAY0001068,INV0002432,STU000542,27/06/2023,E-Wallet,28972000,TXN-27334037UO,Successful
PAY0001069,INV0001757,STU000386,,Cash,8374000,TXN-63802992PZ,Successful
PAY0001070,INV0002785,STU000312,2024-04-10,Bank Transfer,8097000,TXN-68635342KH,Reversed
PAY0001071,INV0002722,STU001237,2026-11-19,Card,24612000,TXN-27662371QK,Successful
PAY0001072,INV0002239,STU001349,2022-01-06,Card,3906000,TXN-13608818RT,Pending
PAY0001073,INV0001103,STU000444,2029-04-06,Bank Transfer,9569000,TXN-76610053KJ,Successful
PAY0001074,INV0000580,STU001333,2027-08-07,Cash,22264000,TXN-40853236FT,Successful
PAY0001075,INV0000948,STU001354,2022-04-11,Card,16250000,TXN-85356481MJ,Successful
PAY0001076,INV0001079,STU000890,2024-12-08,Card,12131000,TXN-16088479WN,Failed
PAY0001077,INV0000254,STU001418,2024-11-17,E-Wallet,28800000,TXN-88258629RE,Successful
PAY0001078,INV0001529,STU000085,2024-07-11,Cash,7145000,TXN-60241492XL,Successful
PAY0001079,INV0000336,STU000551,2023-09-06,E-Wallet,6221000,TXN-91218598HL,Successful
PAY0001080,INV0000646,STU001228,2024-04-30,Cash,6846000,TXN-22534514PT,Pending
PAY0001081,INV0001574,STU001107,2028-09-19,E-Wallet,13712000,TXN-77737938RH,Successful
PAY0001082,INV0002746,STU000388,2027-11-26,Cash,31195000,TXN-43999112GV,Successful
PAY0001083,INV0000658,STU001373,2022-02-06,Bank Transfer,9760000,TXN-67499599YC,Successful
PAY0001084,INV0001365,STU000199,2024-05-08,E-Wallet,10378000,TXN-33053336JN,Successful
PAY0001085,INV0002082,STU001488,2020-11-11,E-Wallet,8433000,TXN-58847816BG,Successful
PAY0001086,INV0002225,STU000377,2025-02-12,Card,14768000,TXN-70931814SY,Successful
PAY0001087,INV0000928,STU000179,2026-08-01,Cash,10402000,TXN-29531124ZM,Successful
PAY0001088,INV0001479,STU001190,2025-02-07,Card,5156000,TXN-86064252FT,Successful
PAY0001089,INV0002034,STU000395,2023-07-02,Card,30352000,TXN-84603939OA,Successful
PAY0001090,INV0002332,STU000611,2022-08-06,Cash,6997000,TXN-37055820YL,Successful
PAY0001091,INV0000088,STU000456,2024-12-31,Bank Transfer,9906000,TXN-41718147KT,Successful
PAY0001092,INV0001964,STU001261,2023-10-02,Card,5561000,TXN-08854358IG,Failed
PAY0001093,INV0002713,STU000196,2027-01-14,Card,21172000,TXN-28454780XF,Successful
PAY0001094,INV0001728,STU001251,2022-05-18,Cash,12667000,TXN-43370752RE,Successful
PAY0001095,INV0000507,STU000202,2027-02-21,Cash,12987000,TXN-57663664DU,Successful
PAY0001096,INV0001297,STU001298,2025-02-08,E-Wallet,8784000,TXN-83139918NB,Successful
PAY0001097,INV0000101,STU000353,2019-08-21,E-Wallet,8570000,TXN-49342548BF,Successful
PAY0001098,INV0000767,STU001376,2025-09-30,Bank Transfer,4483000,TXN-84276771WZ,Pending
PAY0001099,INV0002734,STU000369,2029-07-14,E-Wallet,16563000,TXN-45946193HC,Successful
PAY0001100,INV0001544,STU000396,2022-08-15,E-Wallet,4026000,TXN-79233045TH,Successful
PAY0001101,INV0001736,STU001132,2029-03-06,Cash,16421000,TXN-37946222LX,Successful
PAY0001102,INV0001085,STU001344,2025-02-04,Card,16431000,TXN-46078176SE,Successful
PAY0001103,INV0002606,STU001091,2022-11-10,E-Wallet,11795000,TXN-03707800LE,Successful
PAY0001104,INV0001017,STU000455,2026-04-18,Card,15580000,TXN-99476232QX,Successful
PAY0001105,INV0001364,STU000194,2026-06-21,Card,11098000,TXN-71251830PG,Successful
PAY0001106,INV0001792,STU000489,2026-01-28,E-Wallet,15162000,TXN-13604069NI,Successful
PAY0001107,INV0002087,STU000772,2027-07-10,Cash,14485000,TXN-89444946IV,Failed
PAY0001108,INV0001878,STU001175,06/01/2025,Bank Transfer,15868000,TXN-75071182WF,Successful
PAY0001109,INV0000912,STU000737,2024-04-27,Cash,10349000,TXN-12643555ZN,Successful
PAY0001110,INV0001726,STU000915,2022-05-05,Cash,5177000,TXN-93279520BI,Pending
PAY0001111,INV0001256,STU001270,2027-06-07,Bank Transfer,16471000,TXN-60628444HL,Successful
PAY0001112,INV0002104,STU001455,2025-11-06,Cash,28721000,TXN-70400651RH,Successful
PAY0001113,INV0002299,STU000749,2025-09-18,Bank Transfer,8629000,TXN-34418069LK,Pending
PAY0001114,INV0001616,STU000428,2024-08-26,Card,4607000,TXN-27745509ZL,Successful
PAY0001115,INV0001542,STU000773,2027-09-15,Card,5983000,TXN-70483386MB,Failed
PAY0001116,INV0002626,STU001429,,Bank Transfer,12036000,TXN-13433178XR,Successful
PAY0001117,INV0002238,STU000855,2023-01-07,Cash,23362000,TXN-86750456VA,Successful
PAY0001118,INV0000835,STU001181,2022-05-02,Cash,17128000,TXN-79178169SD,Pending
PAY0001119,INV0002250,STU000172,16/09/2026,E-Wallet,4817000,TXN-10797065CA,Successful
PAY0001120,INV0001451,STU000496,2026-10-12,E-Wallet,6071000,TXN-63342927KF,Successful
PAY0001121,INV0000027,STU000231,2026-06-30,Card,18583000,TXN-04423823UY,Successful
PAY0001122,INV0001903,STU000162,2023-11-16,E-Wallet,10336000,TXN-03659986IC,Successful
PAY0001123,INV0000409,STU001274,2026-02-08,Bank Transfer,19191000,TXN-89026579TP,Successful
PAY0001124,INV0000445,STU000248,2025-09-27,Card,7821000,TXN-45347270KU,Successful
PAY0001125,INV0002518,STU000404,2028-11-02,E-Wallet,2066000,TXN-02904746AG,Successful
PAY0001126,INV0002817,STU001059,2028-03-21,Cash,14216000,TXN-24480329TJ,Successful
PAY0001127,INV0002199,STU001213,2022-09-07,Cash,14447000,TXN-58941732AY,Successful
PAY0001128,INV0000953,STU000012,2023-02-03,Bank Transfer,20928000,TXN-23743262UJ,Successful
PAY0001129,INV0000621,STU000042,2022-12-30,Cash,19532000,TXN-04706882UI,Successful
PAY0001130,INV0002612,STU000043,2024-01-18,Cash,12662000,TXN-75151481CN,Successful
PAY0001131,INV0000876,STU001436,2024-12-03,Bank Transfer,4007000,TXN-41277083KE,Successful
PAY0001132,INV0000303,STU000618,2026-05-14,Cash,12570000,TXN-07057365SO,Successful
PAY0001133,INV0002094,STU001253,2025-01-17,Card,6226000,TXN-41553824PF,Successful
PAY0001134,INV0000203,STU001330,2026-11-15,Bank Transfer,19395000,TXN-06718662XQ,Successful
PAY0001135,INV0001013,STU001331,2023-01-01,Bank Transfer,5894000,TXN-12294050RJ,Successful
PAY0001136,INV0000574,STU001402,2022-06-14,Bank Transfer,2856000,TXN-05056307RH,Successful
PAY0001137,INV0001025,STU001405,2025-08-24,E-Wallet,10780000,TXN-58315727IU,Successful
PAY0001138,INV0001262,STU000712,2024-01-06,E-Wallet,28719000,TXN-11556762IW,Successful
PAY0001139,INV0000270,STU000336,2025-04-13,Card,6494000,TXN-69936625PZ,Successful
PAY0001140,INV0001836,STU000748,2022-08-22,E-Wallet,6051000,TXN-06803358NT,Successful
PAY0001141,INV0000749,STU001161,2026-11-01,Bank Transfer,8159000,TXN-15657483BS,Successful
PAY0001142,INV0001102,STU001393,2027-06-30,Card,12225000,TXN-98427806SG,Successful
PAY0001143,INV0000825,STU000648,2026-05-21,Bank Transfer,7447000,TXN-01250552NF,Successful
PAY0001144,INV0002882,STU000393,2027-04-05,Cash,13489000,TXN-42856347FI,Successful
PAY0001145,INV0000326,STU000164,2027-07-13,E-Wallet,13164000,TXN-80897632PN,Successful
PAY0001146,INV0001518,STU000466,2024-10-15,Bank Transfer,3137000,TXN-33375810ZM,Successful
PAY0001147,INV0000930,STU001386,14/06/2025,Card,14618000,TXN-67637151QZ,Successful
PAY0001148,INV0000133,STU001087,2023-10-05,E-Wallet,20796000,TXN-93297949VG,Successful
PAY0001149,INV0001229,STU000395,2025-11-22,Bank Transfer,10504000,TXN-15226293UR,Pending
PAY0001150,INV0001652,STU001277,2029-04-26,Cash,7021000,TXN-52008091DE,Successful
PAY0001151,INV0000680,STU001251,,Bank Transfer,19758000,TXN-19740673TJ,Successful
PAY0001152,INV0000012,STU000976,,Card,17212000,TXN-35088022GB,Successful
PAY0001153,INV0000562,STU001025,2024-07-04,Cash,28215000,TXN-59061170IY,Pending
PAY0001154,INV0001235,STU000290,2024-10-28,E-Wallet,13352000,TXN-94199570IP,Successful
PAY0001155,INV0001677,STU000514,2030-01-17,E-Wallet,14875000,TXN-43255727CY,Successful
PAY0001156,INV0001218,STU000477,2030-02-20,Card,16720000,TXN-21578522DV,Successful
PAY0001157,INV0002840,STU001268,2025-03-06,Card,11590000,TXN-32049998XQ,Successful
PAY0001158,INV0000943,STU000372,2028-12-07,Cash,4744000,TXN-79300404JQ,Reversed
PAY0001159,INV0000207,STU001040,2028-04-06,Bank Transfer,8088000,TXN-47025767SS,Successful
PAY0001160,INV0001536,STU001158,2026-01-29,E-Wallet,7960000,TXN-72924969JK,Failed
PAY0001161,INV0000395,STU000220,2024-07-12,Cash,18706000,TXN-51582849ZH,Failed
PAY0001162,INV0000242,STU000821,2025-04-09,Cash,23343000,TXN-88573899FW,Successful
PAY0001163,INV0001115,STU000459,2030-02-17,Cash,8229000,TXN-66495290NZ,Pending
PAY0001164,INV0000836,STU000810,2024-06-30,Bank Transfer,16381000,TXN-56783880DM,Successful
PAY0001165,INV0000046,STU001451,2022-04-21,Card,18513000,TXN-61836966GT,Successful
PAY0001166,INV0002159,STU001043,2025-12-30,Bank Transfer,12155000,TXN-32458327UZ,Successful
PAY0001167,INV0002095,STU001397,2021-12-20,Cash,3586000,TXN-16542796UH,Successful
PAY0001168,INV0002173,STU000467,2025-06-04,E-Wallet,8803000,TXN-79838739RT,Successful
PAY0001169,INV0000710,STU000323,2025-10-01,Card,4525000,TXN-89958714JC,Successful
PAY0001170,INV0002550,STU000823,2022-11-06,Cash,47470000,TXN-98921545FN,Successful
PAY0001171,INV0002568,STU000110,2020-07-24,E-Wallet,11975000,TXN-45262283BF,Successful
PAY0001172,INV0000202,STU000824,2024-12-13,Card,15940000,TXN-81377837UK,Successful
PAY0001173,INV0002508,STU001107,2025-12-13,Bank Transfer,23599000,TXN-53423006TP,Successful
PAY0001174,INV0000991,STU001204,2021-10-18,Card,5766000,TXN-71979389TY,Successful
PAY0001175,INV0000225,STU000796,2022-06-21,Card,3398000,TXN-00791169DH,Successful
PAY0001176,INV0001650,STU000045,12/11/2027,Cash,15126000,TXN-30795304NG,Successful
PAY0001177,INV0002924,STU000825,2023-02-14,E-Wallet,9379000,TXN-28872446PW,Successful
PAY0001178,INV0001066,STU001126,2024-09-24,Bank Transfer,17032000,TXN-36242803YJ,Successful
PAY0001179,INV0001693,STU000594,2024-07-30,Card,13965000,TXN-17857036WD,Successful
PAY0001180,INV0001024,STU000094,2025-08-02,Cash,8075000,TXN-12134336WQ,Successful
PAY0001181,INV0001275,STU000712,2025-02-13,Cash,5149000,TXN-33572158EJ,Successful
PAY0001182,INV0001800,STU001275,2022-01-03,Cash,4952000,TXN-31086942KX,Successful
PAY0001183,INV0001093,STU000993,2023-06-22,Cash,3407000,TXN-28410627KS,Successful
PAY0001184,INV0000371,STU000669,2026-04-07,Bank Transfer,16329000,TXN-17566284MN,Failed
PAY0001185,INV0001074,STU000668,2022-12-28,Card,24019000,TXN-14669887TS,Successful
PAY0001186,INV0001225,STU000759,2025-06-24,E-Wallet,19416000,TXN-13290246NX,Successful
PAY0001187,INV0000198,STU000783,2025-06-01,Bank Transfer,4903000,TXN-06461721LR,Successful
PAY0001188,INV0000969,STU001230,2022-04-28,Cash,7189000,TXN-24776078JA,Successful
PAY0001189,INV0001231,STU000578,2027-09-26,Cash,6542000,TXN-82363246QB,Successful
PAY0001190,INV0002362,STU001377,2026-01-11,Cash,9178000,TXN-96599170CH,Successful
PAY0001191,INV0000467,STU001147,2021-01-04,E-Wallet,22720000,TXN-72366762WS,Successful
PAY0001192,INV0002684,STU001226,2028-07-20,E-Wallet,6801000,TXN-47778784YR,Successful
PAY0001193,INV0000014,STU000081,2026-03-06,Cash,7291000,TXN-63344099HM,Successful
PAY0001194,INV0002646,STU000211,2028-02-02,Card,7423000,TXN-34590939VE,Successful
PAY0001195,INV0000652,STU001218,2021-05-26,E-Wallet,4536000,TXN-94578609GR,Successful
PAY0001196,INV0001616,STU000428,2024-07-16,Bank Transfer,11096000,TXN-64879670JP,Successful
PAY0001197,INV0000095,STU000060,,Cash,6168000,TXN-35728170NQ,Successful
PAY0001198,INV0002749,STU001221,2026-04-23,Card,27475000,TXN-18101390AR,Successful
PAY0001199,INV0001857,STU001030,2029-03-15,Cash,10014000,TXN-81957986DD,Successful
PAY0001200,INV0002118,STU001408,22/02/2023,Bank Transfer,5050000,TXN-87313746PG,Successful
PAY0001201,INV0000356,STU001232,2024-02-28,Bank Transfer,9379000,TXN-65626492JM,Successful
PAY0001202,INV0002442,STU001016,2026-12-15,Cash,11717000,TXN-55202175SM,Successful
PAY0001203,INV0000955,STU001014,2029-02-01,E-Wallet,11296000,TXN-61987989JY,Failed
PAY0001204,INV0000382,STU000629,2022-08-05,Card,30894000,TXN-63540971FH,Pending
PAY0001205,INV0001427,STU000707,2025-10-22,E-Wallet,15266000,TXN-47897226SJ,Successful
PAY0001206,INV0000832,STU000507,2023-04-24,Cash,19259000,TXN-76036603IA,Successful
PAY0001207,INV0001592,STU000441,2022-09-26,Cash,9787000,TXN-28733847DH,Reversed
PAY0001208,INV0000454,STU000631,2020-11-20,Cash,18328000,TXN-33817951HD,Successful
PAY0001209,INV0000060,STU001205,2026-03-29,E-Wallet,13214000,TXN-93720775FK,Successful
PAY0001210,INV0002041,STU000111,,Bank Transfer,24649000,TXN-72810979BD,Successful
PAY0001211,INV0001326,STU000046,2021-12-27,Cash,11010000,TXN-24479404ND,Successful
PAY0001212,INV0002610,STU001385,2028-06-04,Cash,9186000,TXN-48246840MT,Failed
PAY0001213,INV0002212,STU000825,2022-10-01,Card,12612000,TXN-97691643LO,Successful
PAY0001214,INV0001646,STU000697,2025-12-04,Card,8020000,TXN-09199003AY,Successful
PAY0001215,INV0002203,STU000448,2022-03-28,Cash,86788000,TXN-47115696WB,Successful
PAY0001216,INV0001456,STU000252,2022-11-15,Card,6378000,TXN-18497597TN,Pending
PAY0001217,INV0001277,STU000418,2021-03-25,Cash,24433000,TXN-01863261DF,Successful
PAY0001218,INV0000187,STU001169,2027-04-16,E-Wallet,22188000,TXN-38322297GS,Successful
PAY0001219,INV0000368,STU000199,2025-02-02,E-Wallet,11746000,TXN-89326120ZP,Successful
PAY0001220,INV0002818,STU000738,2029-10-19,Bank Transfer,3902000,TXN-01180873NM,Successful
PAY0001221,INV0000381,STU001062,2025-03-07,Bank Transfer,7746000,TXN-85106306OT,Successful
PAY0001222,INV0001106,STU000262,2026-11-27,Cash,4382000,TXN-37600123SP,Successful
PAY0001223,INV0001735,STU000346,2025-01-24,Bank Transfer,8456000,TXN-35583084QW,Successful
PAY0001224,INV0000029,STU000037,2025-08-27,Cash,25231000,TXN-77996362UW,Successful
PAY0001225,INV0001642,STU000050,2024-11-20,Card,11511000,TXN-35331979KW,Successful
PAY0001226,INV0002249,STU001208,2026-08-22,Card,7645000,TXN-10531953FT,Successful
PAY0001227,INV0000224,STU000208,2022-09-08,E-Wallet,3396000,TXN-34560245NG,Failed
PAY0001228,INV0001913,STU000837,2025-03-30,Bank Transfer,31573000,TXN-68426459BG,Successful
PAY0001229,INV0000763,STU000325,2024-03-04,Card,11286000,TXN-94045615CG,Pending
PAY0001230,INV0001712,STU000095,2025-06-11,Card,7949000,TXN-84348934LM,Reversed
PAY0001231,INV0000122,STU001481,2026-04-29,Card,13167000,TXN-50666933DA,Successful
PAY0001232,INV0000777,STU001241,2023-11-22,Card,29731000,TXN-13103465VP,Successful
PAY0001233,INV0001786,STU000019,2027-06-08,E-Wallet,18628000,TXN-38261467JU,Successful
PAY0001234,INV0000856,STU000972,2029-07-30,E-Wallet,11029000,TXN-54798811SX,Successful
PAY0001235,INV0000752,STU001332,2024-05-15,Card,14787000,TXN-11399228PR,Successful
PAY0001236,INV0001682,STU000828,2027-07-18,E-Wallet,4789000,TXN-24039507VV,Successful
PAY0001237,INV0000218,STU000735,2027-11-09,E-Wallet,33045000,TXN-14865447SR,Successful
PAY0001238,INV0000854,STU001352,2023-06-04,Cash,6060000,TXN-59749098RY,Successful
PAY0001239,INV0002163,STU000824,2023-04-04,Bank Transfer,6505000,TXN-55427112FB,Successful
PAY0001240,INV0000852,STU001437,2022-10-10,Bank Transfer,10563000,TXN-37701700XV,Successful
PAY0001241,INV0000781,STU000988,11/05/2022,Card,3652000,TXN-45480504UJ,Successful
PAY0001242,INV0000297,STU000173,2024-03-20,Card,29166000,TXN-86643287KO,Successful
PAY0001243,INV0000391,STU000231,2028-05-02,Cash,11850000,TXN-33023559OK,Successful
PAY0001244,INV0002252,STU000627,2025-10-20,E-Wallet,18094000,TXN-79732187UM,Successful
PAY0001245,INV0002300,STU000526,2025-07-11,Bank Transfer,4638000,TXN-83301774MY,Successful
PAY0001246,INV0000084,STU000842,2024-03-19,Cash,3767000,TXN-78491024ST,Failed
PAY0001247,INV0001015,STU000399,2029-07-11,Bank Transfer,9412000,TXN-57666124JS,Successful
PAY0001248,INV0000445,STU000248,2025-09-22,Cash,11328000,TXN-34296314XY,Successful
PAY0001249,INV0002853,STU000858,2023-10-07,Cash,8828000,TXN-27460135XO,Successful
PAY0001250,INV0000836,STU000810,2024-05-21,Cash,25891000,TXN-58931955IW,Successful
PAY0001251,INV0000775,STU001421,2028-10-27,Bank Transfer,10568000,TXN-62514138NY,Successful
PAY0001252,INV0001271,STU001297,2024-06-19,Card,4440000,TXN-94693964CT,Successful
PAY0001253,INV0000949,STU000480,2024-11-02,E-Wallet,10625000,TXN-45437663FS,Successful
PAY0001254,INV0002267,STU001192,2020-02-19,Bank Transfer,11080000,TXN-29408640GE,Successful
PAY0001255,INV0001134,STU000480,2027-02-01,Card,3755000,TXN-67091614UJ,Failed
PAY0001256,INV0002641,STU000590,2029-10-13,E-Wallet,8865000,TXN-53703870GG,Successful
PAY0001257,INV0000180,STU000619,2029-04-23,Bank Transfer,9852000,TXN-36367466TM,Successful
PAY0001258,INV0000828,STU000867,2024-09-05,Card,4507000,TXN-57502006YV,Successful
PAY0001259,INV0001418,STU000331,2022-03-24,Bank Transfer,19746000,TXN-41499016HN,Successful
PAY0001260,INV0000220,STU000742,2023-06-06,E-Wallet,14957000,TXN-80440857AR,Successful
PAY0001261,INV0002719,STU000838,2020-08-29,Bank Transfer,5360000,TXN-79413060WD,Successful
PAY0001262,INV0002194,STU000602,2027-09-30,E-Wallet,18709000,TXN-13432295VP,Successful
PAY0001263,INV0000611,STU000605,14/06/2022,Bank Transfer,11486000,TXN-57587631IU,Successful
PAY0001264,INV0001115,STU000459,2030-02-05,E-Wallet,2469000,TXN-55998532JT,Failed
PAY0001265,INV0002389,STU000340,2026-04-04,E-Wallet,10006000,TXN-71364894RT,Successful
PAY0001266,INV0002807,STU001258,17/12/2024,Bank Transfer,4211000,TXN-67308787BF,Successful
PAY0001267,INV0001829,STU000264,2025-09-22,Cash,30638000,TXN-10107279RX,Successful
PAY0001268,INV0001648,STU000303,2026-05-14,Cash,22732000,TXN-15571233OI,Successful
PAY0001269,INV0000733,STU001460,2021-10-28,E-Wallet,17090000,TXN-62877062ZW,Reversed
PAY0001270,INV0001533,STU000970,2024-11-07,Cash,24499000,TXN-11321640SM,Successful
PAY0001271,INV0000926,STU001365,2025-07-06,E-Wallet,12501000,TXN-99912172EM,Successful
